business_id,caption,label,photo_id
dil7Fajn07B9e_msePW0nQ,Sirloin Steak Dinner,food,PDwKIAZMYnJZ5lTdrzkZfA
dil7Fajn07B9e_msePW0nQ,Double Cheeseburger,food,4KNgZQ4cKe6wxtuhPXmGpw
dil7Fajn07B9e_msePW0nQ,Zesty Nachos,food,3QZnJ5T-3OubfFkbdTDxUQ
dil7Fajn07B9e_msePW0nQ,Bacon Avocado Cheeseburger,food,ER22qh7jdyQnrOp3TZ8Adg
dil7Fajn07B9e_msePW0nQ,NEW! Strawberries & Cream Pancake Breakfast,food,E9r0hF9Mduec-ZXqUsqjrg
dil7Fajn07B9e_msePW0nQ,Original Grand SlamÂ®,food,ShPwxbyl7s9ZR-6MYEoewA
dil7Fajn07B9e_msePW0nQ,Cali Club Sandwich,food,zIXlPcP4xzDI4bTxdQH7rw
dil7Fajn07B9e_msePW0nQ,Avocado Chicken Caesar Salad,food,QMqRDBQU-7XsaoORg5bV1g
dil7Fajn07B9e_msePW0nQ,,inside,41j5nyB4tDawPoP-2ZM_Lg
OnAzbTDn79W6CFZIriqLrA,"Try our returning favorite, the Strawberry Poppyseed Salad with Chicken, paired with our Roasted Turkey & Avocado BLT.",food,4jYF1HP5eIW8uQm5IKmntQ
OnAzbTDn79W6CFZIriqLrA,Start your morning with our new Greek Yogurt with Mixed Berries or a Fruit Smoothie.,drink,vYENIM8h9G8Yr-W1BWjqkw
OnAzbTDn79W6CFZIriqLrA,,inside,soK1szeyan202jnsGhUDmA
OnAzbTDn79W6CFZIriqLrA,,inside,dU7AyRB_fHOZkflodEyN5A
OnAzbTDn79W6CFZIriqLrA,,outside,6T1qlbBdKkXA1cDNqMjg2g
OnAzbTDn79W6CFZIriqLrA,Bakery area,inside,lHhMNhCA7rAZmi-MMfF3ZA
HXBBI_M10pAtSVATIVATYQ,A daily special: the meatball sandwich.,food,IYGYISw-79IerhiS728dmA
IRRfbzBmmacXX8ScvLbpWA,,inside,PhgAS9qdCOMpHwhwp3gGWQ
IRRfbzBmmacXX8ScvLbpWA,,food,wMLnJl90XFTlPQwBeuyjEA
IRRfbzBmmacXX8ScvLbpWA,,food,bX4fWgqV5aZhaj1IKX8Zdw
IRRfbzBmmacXX8ScvLbpWA,,food,ezzwwRKqcSq9fmziPeTsaA
IRRfbzBmmacXX8ScvLbpWA,,food,7qe2J6d_e3sZyAd9robU_Q
IRRfbzBmmacXX8ScvLbpWA,,food,x8vGIg-t_n5onYg_CpL1zQ
IRRfbzBmmacXX8ScvLbpWA,,food,qu6R7VxiD0otosZVPGnbMw
YqcgdLRoTwS74fPv-ZCRsg,A great table for great dining at Frescos,inside,HfVXwC_KHYdi1_8G04b4Aw
q7jC-6uH7IieKu8PcT2gBA,Shrimp with Lobster sauce,food,41tJNMmAGf4_SdNMR8frSA
A4F6iwYVuyKbvlroDEA47A,,inside,GPrq0j0a4qmzfAI8MV8I7Q
6nY8KnhX75RM9mppJryu5Q,,inside,S9Tkf_UDLeaUwiutJ9TnYA
XaeCGHZzsMwvFcHYq3q9sA,,food,oHSCeyoK9oLIGaCZq-wRJw
XaeCGHZzsMwvFcHYq3q9sA,,food,EN9qzZpxfv00B_4X6q5lYA
XaeCGHZzsMwvFcHYq3q9sA,,food,M6c0qxQQwWkUzAxIvoTFuQ
XaeCGHZzsMwvFcHYq3q9sA,,food,876EKnk6deA7xA4i1aipJg
XaeCGHZzsMwvFcHYq3q9sA,,food,NFCDwGr_-TEiw9bzx3nFKw
XaeCGHZzsMwvFcHYq3q9sA,,food,YDmNsu38Nk2rPZMFEWBzvw
S7ECG2HNltSWFo1FcFTwFQ,,food,gr-ZcKVdDa5vP6Fm2T1eYg
S7ECG2HNltSWFo1FcFTwFQ,,food,sO_gTeW22d3XEIcbuE55YA
S7ECG2HNltSWFo1FcFTwFQ,,food,PqsnfUEh9h6l89uPzGeCAg
S7ECG2HNltSWFo1FcFTwFQ,What I ordered VS what I got,food,jhn3EymELClfv6Sz0vbgkw
7WAeeunp2p8sSq44_TMxtA,,food,5PxC72Vx-vYuUfj8zFNg_A
7WAeeunp2p8sSq44_TMxtA,,food,9B73iUsCY2Exf0f91eorwA
7WAeeunp2p8sSq44_TMxtA,,food,ngMZUdFo6X3r5m-6ibTsFw
4l56EXyCWwPlPXcX9qq-jw,,inside,UIx1UZw3ohK95t3DJC46bA
2rcH1VUK3_aAA-tT82vWmg,,food,EFQ_GNxh5PPD6jPM6KvkGQ
2rcH1VUK3_aAA-tT82vWmg,,food,XEdfrlWyMYT3dcuHisOp5g
2rcH1VUK3_aAA-tT82vWmg,,food,V30hbrySfqFLKmTOTa0zDA
2rcH1VUK3_aAA-tT82vWmg,,food,VxKfUoAkUNVnFNtronp6Nw
2rcH1VUK3_aAA-tT82vWmg,,food,U4-vbbmqjU8_9nKbwtRcPQ
2rcH1VUK3_aAA-tT82vWmg,,food,o4SM2yvRr8sIbIcbdMs7xw
2rcH1VUK3_aAA-tT82vWmg,,drink,GhsNq0tbqnysQnbq-sUZag
2rcH1VUK3_aAA-tT82vWmg,,food,KlJzM-4tr82mpzVyISJfGA
IkkongyT51hv-f3wzIgf0g,To go and bar,inside,devZ1a-6_Zs64pRwjtTwnw
IkkongyT51hv-f3wzIgf0g,"Enjoy three of our cheesiest classics tonight with Cheese Ravioli, Lasagna Classico and Fettuccine Alfredo!",food,L26GVU8qOf7MTjRyMjWuEw
IkkongyT51hv-f3wzIgf0g,"Tortelloni al Forno, Fettuccine Alfredo and Grilled Chicken Parm? Create Your Own Tour of Italy for mealtime perfection.",food,9Hi8twQO-bxgZJXEjwfocQ
IkkongyT51hv-f3wzIgf0g,One entrÃ©e for dinner and one entrÃ©e for later--everybody wins (especially you)!,food,R5H1_zIkHSrw8BkFcLZ5KA
IkkongyT51hv-f3wzIgf0g,"Seafood Lasagna SautÃ©, breadsticks and salad--oh my! Take a second entrÃ©e for the next day with Buy One, Take One!",food,yKiXpx1Zv-6srQeLt8_rrw
o9eVtV66qMtY0VmWyY2N9Q,Coconut Cream Pie,food,S-48KltwMr5Prpq_fV4CoA
o9eVtV66qMtY0VmWyY2N9Q,,food,jGokKvasG0UEFSQNx11mQA
o9eVtV66qMtY0VmWyY2N9Q,Pumpkin spice... yummm,food,rUI1uqSjU93pufIN8uh-7A
p9y8sbVHi-0vrsFoMU0jJg,"Try our returning favorite, the Strawberry Poppyseed Salad with Chicken, paired with our Roasted Turkey & Avocado BLT.",food,Rb80mGhVPwfxEdWjguw10Q
p9y8sbVHi-0vrsFoMU0jJg,Start your morning with our new Greek Yogurt with Mixed Berries or a Fruit Smoothie.,drink,#NAME?
Tn4PV88E9jlC2xhvqN8zAA,Great bar,inside,aHoMaMg4s1UdHbFlKGq16g
sGLdSwi3zKNM3c3f5Ep8jw,Gloria Jeans,inside,XhK5WV_cIxw5pxEqkMhzJQ
erR6AGn1YcQrnEzivMjlUg,,outside,tXIESwy1UzdFwvgoKPqOWg
uNzg9P7p-7QBNp47U4koEg,"Steak Wedgie with Hot Peppers, awesome!!",food,7MA2qMutpjhUDCUV9x8tUw
nRtpxSRqlSUbhKU8RLa8SA,Bar Area,inside,JYBPHIf_MZpnqfF4uIJWHA
rHSOhNuRXJypsHKoe1ZjCg,,food,Fc-iVnnNFyuMCr3BFOGasg
rHSOhNuRXJypsHKoe1ZjCg,,food,E8AWi6YTJUx-ZIBVi2iwyw
rHSOhNuRXJypsHKoe1ZjCg,,food,RvKh0Mf5yL3a_2VeT-yXPQ
oxb73l504iA68bWdHqymHQ,Sirloin Steak Dinner,food,r5vUkCEGigNcIZmAF8l4-Q
oxb73l504iA68bWdHqymHQ,Double Cheeseburger,food,1gLyUdwoU48Up8PvK0b16w
oxb73l504iA68bWdHqymHQ,Zesty Nachos,food,nY74l2o6u-CU-fRpNJE5cA
oxb73l504iA68bWdHqymHQ,Bacon Avocado Cheeseburger,food,NPN_ofUQZgXS0hIaIzpFVw
oxb73l504iA68bWdHqymHQ,NEW! Strawberries & Cream Pancake Breakfast,food,Wy0NVqQagIgLMpghJqoXUw
oxb73l504iA68bWdHqymHQ,Original Grand SlamÂ®,food,st5tmx-UQ1shOd2G_WYOCQ
oxb73l504iA68bWdHqymHQ,Cali Club Sandwich,food,J1NHbGin3qJ1PLYuct7P1w
oxb73l504iA68bWdHqymHQ,Avocado Chicken Caesar Salad,food,0UNVjIYd_6lRbTzJZUjqTg
oxb73l504iA68bWdHqymHQ,,inside,ivDYSJi0UyBV4H_icZt1Yg
z4KriCQPuPJnFr0NGgApbw,Ambiance,inside,s006-689j2x_0sgqYPz34w
CZMubW8II3eoXjTao-1aqg,,food,bRNRhVR-GX5T-0tufl5HHg
CZMubW8II3eoXjTao-1aqg,,food,1bLGyh9OCv4rZYIyOE3yjg
CZMubW8II3eoXjTao-1aqg,,food,S6qghK1rN0uXjRBzekNW2w
CZMubW8II3eoXjTao-1aqg,,food,_WNN6h_pkaxv76JiPkVJPQ
CZMubW8II3eoXjTao-1aqg,,food,vWXVlLSsoC9nsnxQTukssg
CZMubW8II3eoXjTao-1aqg,,food,FwxdN4x0nW7gCH_Cbud8lA
CZMubW8II3eoXjTao-1aqg,,food,smTxuuUnhpW3anvh3c5PWg
bftSQN9eaE5EQBe3ZztN8Q,,food,7eyL-IFh9RRBE_u7Wfwlbg
bftSQN9eaE5EQBe3ZztN8Q,,food,2IkirJMbjwwpzSIwqsqlBQ
bftSQN9eaE5EQBe3ZztN8Q,,food,#NAME?
bftSQN9eaE5EQBe3ZztN8Q,,food,Z3bDlH6_amSTuvR-N75j2A
bftSQN9eaE5EQBe3ZztN8Q,,food,gsx5GjH8cz6kM37vz4nCdg
bftSQN9eaE5EQBe3ZztN8Q,,food,OYdEXUgnNMkwlZqmLsp5GA
bftSQN9eaE5EQBe3ZztN8Q,,food,mqfcs0T0x7PrqLGFB4KfoQ
bftSQN9eaE5EQBe3ZztN8Q,,food,ZYw7kTkKl5LBEe5R0g2KKQ
bftSQN9eaE5EQBe3ZztN8Q,,food,hU1NGi_T_Y1l_xbrp_zPUQ
bftSQN9eaE5EQBe3ZztN8Q,,food,DQW3PA54FARFo7d6h22lZQ
bftSQN9eaE5EQBe3ZztN8Q,,food,DGG7Ow7qeLyhZLntE7EjRA
bftSQN9eaE5EQBe3ZztN8Q,,inside,KEYZpFHN0r9Mbgcw_GRjSw
bftSQN9eaE5EQBe3ZztN8Q,,outside,MkSGBOG4yNfBiXSE_9UULw
bftSQN9eaE5EQBe3ZztN8Q,,food,jNSFIf0KU3TtBvomL0nt9w
bftSQN9eaE5EQBe3ZztN8Q,,food,jvgVvVv9PPd_EM2zyNvxDw
PYIwY8EqOyMLQG567xwVEw,Amazing Steak Salad,food,WW9e6fXz57lUQDt_QHv5bA
1hqOjPxgH8IXE4bNq6DFiw,,food,gqMEDb3xNkvFTFT8QjLPCQ
7cbi8zbO9vguU131QO90rg,,food,8EyRulbsz4ir6aaQbHXIRA
7cbi8zbO9vguU131QO90rg,,food,HhOQTRdsv_fVrJVf8hNg4A
7cbi8zbO9vguU131QO90rg,,food,pvRmzOjfv7HIKg17w3Eixg
7cbi8zbO9vguU131QO90rg,,drink,hHWdVPmnEDGgmuLPCOIj6g
7cbi8zbO9vguU131QO90rg,,food,N52-iUmODmCMVQqVEuMa0Q
OyGwvqB3iVPX5CavwuC4tA,,outside,DPrHsygobYKYGCt82iNZ1A
OyGwvqB3iVPX5CavwuC4tA,Fireplace in the main dining room,inside,4PhoaEHwVCklhOZ4V-EO6Q
q5MtvIuYlyndGb6e3em1xw,His sausage gravy with buttermilk biscuits. Don't judge by the view - 'twas nommy and comforting,food,72Xu2ZhuyoE8QTbKgEKVag
q5MtvIuYlyndGb6e3em1xw,,food,1qoc6Xtk9cpBZ9oSzAD1ng
q5MtvIuYlyndGb6e3em1xw,,food,U6u0XToc6ngziUrwm4_93A
q5MtvIuYlyndGb6e3em1xw,,food,aNjAl1ZUpZiBTLpGhuOa5A
q5MtvIuYlyndGb6e3em1xw,,food,hLHMOm2RnjwZl7SsfrTgKw
VR01T1Y7GN_swCkY9TmD9A,,inside,HjbyvlpVtmXaSsWViemuww
Ef0WLuzSbnSuIKu5i-Z2_g,,inside,gVfdygWLMNNwT7QV3rdSLg
Ef0WLuzSbnSuIKu5i-Z2_g,,food,Gus8lS-2xAcMSfqkIS9eyg
Ef0WLuzSbnSuIKu5i-Z2_g,,food,EH2Hg4JPCyN1XMm1VuszJQ
Ef0WLuzSbnSuIKu5i-Z2_g,,food,XdR9ZGYm2LXz9Ym-jKbAcA
QqpzPFFHeHqyWSPZI-DkvQ,,outside,ICGAr3JQxrQyF4DQwyMhRQ
QqpzPFFHeHqyWSPZI-DkvQ,"The Hangar's house band, Tuned Up. Check our Calendar to see when they play next! Thehangarmoon.com",inside,kHrkA-8BY4tC-rejiJNhBQ
DwSFTVUZX0xIE6T54yp2JQ,GUINNESS IS ALWAYS ON DRAFT!,drink,B5pon1A60kEnngwLB4gXkw
4QC-P82ydY2x2HlXzVVJ0g,,food,uzeVrM74rOGf8DQHFACr3Q
4QC-P82ydY2x2HlXzVVJ0g,,food,J1vpDmltUyUPhNtf-M95eQ
beIMwKKAzii12mS6MY4XgQ,Try our Catering.,food,dGitiVAb9sZhpVmIcic2Hw
nxAo0oDgsNlduzUuuUL4Fg,,food,YSJHQSgxPL7S6z4wQFo1ZQ
77N3luh2YzfJFJGFIfqqbw,,inside,eVSK-mJ2qtusnqqsCwuXGw
77N3luh2YzfJFJGFIfqqbw,"That's The man's butt. Ask him about beer (ales, ports, stouts, etc)",inside,ljStFDx0XFg8jSbJIRhvGA
DFeEJf8h04q3KwRVWUsoMQ,,food,x2dUrdGBjXfT-3WNOVBl6Q
DFeEJf8h04q3KwRVWUsoMQ,,drink,tti-YWW4QLKuYvnMYZ9Y3g
DFeEJf8h04q3KwRVWUsoMQ,,food,pupgwQ4jHB4c-dRv5_Cu0Q
DFeEJf8h04q3KwRVWUsoMQ,,food,zeo65KUNY4M3Hr207B8jYw
AgIGsyUA0aKhUGFWOsI4AQ,Uummm. . .,inside,T4fHEn_ZWWr229L7HbFIJw
ESzO3Av0b1_TzKOiqzbQYQ,,inside,NbUk5ssWw_Ioksv8VdkLCQ
ESzO3Av0b1_TzKOiqzbQYQ,,inside,H1QTHHQyY6-CKxfiaKn6CA
ESzO3Av0b1_TzKOiqzbQYQ,,drink,2HADKFXn6sYpJAOg8rTuJw
ESzO3Av0b1_TzKOiqzbQYQ,"If you're looking for unique beer, check this place out!",inside,NTVpr4APyN1H8KpJF2FN-A
WcemqOjIhZYnHP7p3l0FLQ,,food,jjm4inYnm5pEhgYWZQNLfg
WcemqOjIhZYnHP7p3l0FLQ,,food,zHB9zwfZNl_QbVZZPHwgvg
WcemqOjIhZYnHP7p3l0FLQ,,food,IRbe4NxXwmk3EZX81GExPw
WcemqOjIhZYnHP7p3l0FLQ,,food,Ld5Kwae1kPzha6N19u0y9A
WcemqOjIhZYnHP7p3l0FLQ,"Bar, kitchen, mural",inside,fshV0HYCMzGZotbfLSAVRg
WcemqOjIhZYnHP7p3l0FLQ,,food,giH8S53k6622A2rKOWeEfw
WcemqOjIhZYnHP7p3l0FLQ,,outside,w8LVBHciJpEjDfJ_KIlfXQ
WcemqOjIhZYnHP7p3l0FLQ,,inside,qJzc3m1iqprwwpnPxm9beA
WcemqOjIhZYnHP7p3l0FLQ,,outside,bv0m4SOxxFUlZXitaX1ZrA
BATsNgvvNVbw7_Re1qoq4w,Oreo goodness!,food,BQrL11-gh4tceVH90LqZ8Q
BATsNgvvNVbw7_Re1qoq4w,"ENDLESS APPS! Sirarcha Buffalo Wings, BBQ Chicken Flatbread, Ghost Pepper Wings, and Green Bean Fries",food,0ZPr_SMIk_MbcDYMo6dmWw
BATsNgvvNVbw7_Re1qoq4w,Miso & Garlic Parmesan Wings,food,v3fKD_42K3br3dFUw7uAwA
WtO8eoYmrc2_8kuXanug2Q,,food,iVNZKyUgy86u0JAW8hTeSQ
WtO8eoYmrc2_8kuXanug2Q,,food,f-JKSDmKUxFm9rvjfqWZRA
WtO8eoYmrc2_8kuXanug2Q,,drink,0xGHO7iUe-iRfu57hwImVA
WtO8eoYmrc2_8kuXanug2Q,,food,JLltsEK3p9e5K-9Qcv12OA
WtO8eoYmrc2_8kuXanug2Q,,food,3rijEyhHSlyDdtMo6Fb7bQ
WtO8eoYmrc2_8kuXanug2Q,,food,tKIYXCDSLMfwgQq3uUO6Aw
WtO8eoYmrc2_8kuXanug2Q,,food,0dACi6NAxBmeGpKHzDDhiA
WtO8eoYmrc2_8kuXanug2Q,,food,YiIU6MAbJhTNVxNXBPOvug
WtO8eoYmrc2_8kuXanug2Q,,food,DAryj8J635SR-4QIXUWKCQ
cGQKUOAZm_VHcQOJWbatog,,food,nj4yioUlwvqIkigxLFwC8A
ovuL7n30fogNHrIc51uSgQ,"Try our returning favorite, the Strawberry Poppyseed Salad with Chicken, paired with our Roasted Turkey & Avocado BLT.",food,gCkj0EeR7xzPnsYld5chOg
ovuL7n30fogNHrIc51uSgQ,Start your morning with our new Greek Yogurt with Mixed Berries or a Fruit Smoothie.,drink,9y1lb0A1hAPWen66COexrA
WBqeV--xN0OjCPzeky4CcQ,,inside,If8_cPRR32orCE_dMb94QA
3nR6JE3hD-D-Fhzr10_k7g,,food,wjbdjtiBQciSBY9KzzBUIA
3nR6JE3hD-D-Fhzr10_k7g,I love mussels,food,jQyiq-HX3mUCXOyQ0lc0QA
3nR6JE3hD-D-Fhzr10_k7g,shanghai rainbow trout,food,_ExrVJTjGcChfzLH51etAw
3nR6JE3hD-D-Fhzr10_k7g,crispy ginger cod fish,food,Ex6bzPB9ZrKiSX0fnBvhfA
3nR6JE3hD-D-Fhzr10_k7g,grill rainbow trout,food,yPUPhsJvT6yx6l8QwShw1Q
3nR6JE3hD-D-Fhzr10_k7g,crispy ginger rainbow trout,food,cWD6EBEMeWArwlMbCSGV-g
3nR6JE3hD-D-Fhzr10_k7g,cheese cake,food,3g0mMhxa_ko3S59XHdxVbg
3nR6JE3hD-D-Fhzr10_k7g,pudding,food,HKTMxVT6Q9jVTPrgJ07PQA
3nR6JE3hD-D-Fhzr10_k7g,BBQ Shrimp,food,JoB_QTE2Hjr1NT0AgYdWzQ
3nR6JE3hD-D-Fhzr10_k7g,Sharkfin Pie,food,PvdNq213kqk7N9raOcefEw
wRKYaVXTks43GVSI2awTQA,,food,IuXwafFH3fZlTyXA-poz0w
wRKYaVXTks43GVSI2awTQA,,food,vhnZ58_1shy9HNVdZgtMLw
wRKYaVXTks43GVSI2awTQA,,food,j9ad7H2IBEzhfNCuJu4ukg
wRKYaVXTks43GVSI2awTQA,,food,du-5X44HccQ9Zo3pQPiFgQ
4t8o25f4-fCt3cVzzNM1-w,,food,M_5K8RBAEbFf7-TsUmDgaA
#NAME?,Sirloin Steak Dinner,food,gZgpmAU20dn9b5dFr9daMA
#NAME?,Double Cheeseburger,food,LbMG1N-vf6IEXNMwgvoTaQ
#NAME?,Zesty Nachos,food,ZgtAoRwV-vZPxyb1HGdMww
#NAME?,Bacon Avocado Cheeseburger,food,AV4CUpJ1LAn-15c1w25IPA
#NAME?,NEW! Strawberries & Cream Pancake Breakfast,food,zV8a-xc5ZWH3sOaq-gCqNw
#NAME?,Original Grand SlamÂ®,food,vG7GaYT_BWMeFE0uFxFbyA
#NAME?,Cali Club Sandwich,food,M38VlXRYskJiVyOZerFQrA
#NAME?,Avocado Chicken Caesar Salad,food,8fF3dPkSyxDDksn2F7ZP-Q
#NAME?,,inside,96TWPA-axQPwHD8dz7Wv7A
fRqO2UFdERD4In_9_zO-dg,Strawberry Cheesecake Bites are so amazing!,food,qgIOu3NRg0M7_2KIU8Ltgg
fRqO2UFdERD4In_9_zO-dg,,food,dRzlb97nJgYZBFuCsX6ohg
fRqO2UFdERD4In_9_zO-dg,Readers Choice Award Winner for Best Wings!,food,p4uhRqGPUvpiElsCCFX_4g
fRqO2UFdERD4In_9_zO-dg,"Try one of our delicious appetizers, Mozzarella Sticks!",food,bbJzrQcD1lwLhnmPTy2ufQ
fRqO2UFdERD4In_9_zO-dg,We've put the ahhh back in Pizza!,food,8c06UbL4I-3JtYjw4-ZAlg
fRqO2UFdERD4In_9_zO-dg,Award Winning Hoagies!,food,lkCOZV1EJl-Mqugk1hAb4w
k7WRPbDd7rztjHcGGkEjlw,A different view of the exterior,outside,Ao5gXrIhXfiX1u9-hgcKug
k7WRPbDd7rztjHcGGkEjlw,Upper seating area,inside,AZQ1wxPlqX6SIpylc62_KQ
NFcFwC5fvdPBaR4yBKGsGQ,,food,s7e27kYV0d6axutc1CXvGA
NFcFwC5fvdPBaR4yBKGsGQ,,food,19rQ-WWTBg3N7yIAOsxtLQ
NFcFwC5fvdPBaR4yBKGsGQ,,food,kE5mDIbrAqf-xIJqIvYLCw
NFcFwC5fvdPBaR4yBKGsGQ,,food,ITEQxQojXa3y7vQWo1zIKQ
NFcFwC5fvdPBaR4yBKGsGQ,,food,42eKi9JPPTzchlhktZRSZA
NFcFwC5fvdPBaR4yBKGsGQ,,food,C46i0tyJD82_fhR8isTEzA
NFcFwC5fvdPBaR4yBKGsGQ,,food,GjHNkg5Rc8pXt9t1eGUKeA
PgdQrTSOX132EgNj8VPNlg,,outside,NRknCfoC2N9xwTANM3AjcA
PgdQrTSOX132EgNj8VPNlg,,food,vQ8I3s53Y30s-RSgUmRBQg
PgdQrTSOX132EgNj8VPNlg,,food,RGWMcYdN4cpslHg06J5f1w
DIdvV0HZUMZWiYg4OXyGJg,,outside,cpic_VXbSUXaFOfkE-S5rQ
R139CFGp8mrBI-bYt14F2Q,,outside,dR275h307MC0BPqNQKivwA
Y6Tu9r3AaEaX41BRATQLaQ,Buffet,inside,zHnMMM5wrlxCRQznqAJqtQ
Y6Tu9r3AaEaX41BRATQLaQ,Manchurian,food,nM7X7gbVftIOR0udYk6ObQ
aaPncz0ICB85up3HUl2TEg,,outside,MhoHsq7mqMOoqh7tvjjoSQ
aaPncz0ICB85up3HUl2TEg,,outside,D0ERxN8BPcVh3wPPQVAVYw
aaPncz0ICB85up3HUl2TEg,,outside,VQKDmx1dbBjJ2Mj9XXwhCw
wRl0dGVhZtFB33bZP9wl9w,,outside,EApGccS8QEyjM3cprX5GQg
gbLMIGbBx5aGmV6F7Yp9-w,Sirloin Steak Dinner,food,yrYRxdxCq-8lsPGc87yNOw
gbLMIGbBx5aGmV6F7Yp9-w,Double Cheeseburger,food,d_LWHm_K4TOuqeJig2nWPA
gbLMIGbBx5aGmV6F7Yp9-w,Zesty Nachos,food,Q8EUtCwgDlflCbMww737dw
gbLMIGbBx5aGmV6F7Yp9-w,Bacon Avocado Cheeseburger,food,BMQj4Ce5awqSUcR09GVxig
gbLMIGbBx5aGmV6F7Yp9-w,NEW! Strawberries & Cream Pancake Breakfast,food,D6n8p9jvMphgSCRt1pCLGg
gbLMIGbBx5aGmV6F7Yp9-w,Original Grand SlamÂ®,food,pf5B8FqquQGEfCAo17RFng
gbLMIGbBx5aGmV6F7Yp9-w,Cali Club Sandwich,food,qiAHeh89ZKUO3rAUlhr9gg
gbLMIGbBx5aGmV6F7Yp9-w,Avocado Chicken Caesar Salad,food,USIPgAyKH3GKQw9HdFdvmA
gbLMIGbBx5aGmV6F7Yp9-w,,inside,DWs9ckDWQ02bjulrDU5xUQ
wLV7MpP_uDc2OuzFcU0ZZA,Laredo Steak,food,ay3S_2tS6lRpGUI5_-LaaQ
wLV7MpP_uDc2OuzFcU0ZZA,Fresh Baked Cookies,food,hifthdHVca_JXh0-GzOASA
wLV7MpP_uDc2OuzFcU0ZZA,Flatbreads,food,4Q0tzE-XkuDlAqhcLTusww
wLV7MpP_uDc2OuzFcU0ZZA,Wine,drink,imbogRYim4RO7HdvAbsHvw
wLV7MpP_uDc2OuzFcU0ZZA,Garbage Burger,food,BSQZIiKvBLTt2IWWULicQg
wLV7MpP_uDc2OuzFcU0ZZA,Ham Pesto Ciabatta,food,pm9keNiQtKyl8KVdWPR2Gw
wLV7MpP_uDc2OuzFcU0ZZA,Third Street Salad,inside,6-Rl0APIdiHMY-F6YUXgTQ
wLV7MpP_uDc2OuzFcU0ZZA,Wings,food,jppXZ9nEQqvZdyeMZi9JZw
wLV7MpP_uDc2OuzFcU0ZZA,Baja Fish Tacos,food,ry93JJd7yNa8cRXLsn7w8g
wLV7MpP_uDc2OuzFcU0ZZA,Balsamic Glazed Chicken,food,tL86abR2v7jqXdP0w4QZUw
wLV7MpP_uDc2OuzFcU0ZZA,Endless Seasoned Fries,food,naEqQPRDLS7G3xpnSS29-A
wLV7MpP_uDc2OuzFcU0ZZA,Stacked to the Max Club,food,6MAou1V7V2hUhvu2iHZyMw
wLV7MpP_uDc2OuzFcU0ZZA,BBQ Cola Burger,food,Jrn4-e2NXdn7e28ABTmaBw
wLV7MpP_uDc2OuzFcU0ZZA,Kalbi Fajita Tacos,food,TTNpTtRpiRgWtE-zksEviw
wLV7MpP_uDc2OuzFcU0ZZA,Petite Treats,food,qrQbZZwin3BZcMGi5y-Dtw
wLV7MpP_uDc2OuzFcU0ZZA,BBQ Pulled Pork,food,KS1N9r2QB-FrA1JVapZ7fA
wLV7MpP_uDc2OuzFcU0ZZA,Hand Crushed Burgers,food,v5uCVBhT_aDF-oM-nD66sA
wLV7MpP_uDc2OuzFcU0ZZA,Nawlins Shrimp,food,J-DGAi0rZNrS2qZJykaB9Q
wLV7MpP_uDc2OuzFcU0ZZA,Sriracha Chicken Pasta,food,0eTy8kun_vpEnkRSRC3rGg
wLV7MpP_uDc2OuzFcU0ZZA,Summer Berry,food,tQP7_dnDFol-XkM3WY4K0w
